,fullname,team,birthdate,country,height,weight,rider_url
897,Giovanni Bernaudeau,noteam,1983-08-25,France,1.75,62.0,giovanni-bernaudeau
898,Franck Bouyer,noteam,1974-03-17,France,0.0,0.0,franck-bouyer
899,Anthony Charteau,noteam,1979-06-04,France,0.0,0.0,anthony-charteau
900,Sébastien Chavanel,noteam,1983-03-21,France,1.83,77.0,sebastien-chavanel
901,Rafaâ Chtioui,VIB Sports,1986-01-26,Tunisia,1.9,82.0,rafaa-chtioui
902,Mathieu Claude,noteam,1983-03-17,France,0.0,0.0,mathieu-claude
903,Jérôme Cousin,Team Total Direct Energie,1989-06-05,France,1.8,74.0,jerome-cousin
904,Damien Gaudin,Team Total Direct Energie,1986-08-20,France,1.9,82.0,damien-gaudin
905,Cyril Gautier,Vital Concept - B&B Hotels,1987-09-26,France,1.68,64.0,cyril-gautier
906,Yohann Gène,Team Total Direct Energie,1981-06-25,France,1.75,67.0,yohann-gene
907,Romain Guillemois,noteam,1991-03-28,France,1.82,66.0,romain-guillemois
908,Saïd Haddou,noteam,1982-11-23,France,1.9,80.0,said-haddou
909,Tony Hurel,St Michel - Auber93,1987-11-01,France,1.69,66.0,tony-hurel
910,Vincent Jérôme,noteam,1984-11-26,France,1.74,65.0,vincent-jerome
911,Christophe Kern,noteam,1981-01-18,France,1.85,72.0,christophe-kern
912,Pierre-Henri Lecuisinier,noteam,1993-06-30,France,1.76,65.0,pierre-henri-lecuisinier
913,Davide Malacarne,noteam,1987-07-11,Italy,1.71,63.0,davide-malacarne
914,Bryan Nauleau,Team Total Direct Energie,1988-03-17,France,1.81,67.0,bryan-nauleau
915,Matteo Pelucchi,Androni Giocattoli - Sidermec,1989-01-21,Italy,1.82,74.0,matteo-pelucchi
916,Alexandre Pichot,noteam,1983-01-06,France,1.83,72.0,alexandre-pichot
917,Perrig Quéméneur,noteam,1984-04-26,France,1.81,67.0,perrig-quemeneur
918,Kévin Reza,Vital Concept - B&B Hotels,1988-05-18,France,1.86,72.0,kevin-reza
919,Pierre Rolland,Vital Concept - B&B Hotels,1986-10-10,France,1.84,67.0,pierre-rolland
920,Björn Thurau,Vito-Feirense-Pnb,1988-07-23,Germany,1.94,73.0,bjorn-thurau
921,Angélo Tulik,Team Total Direct Energie,1990-12-02,France,1.76,64.0,angelo-tulik
922,Sébastien Turgot,noteam,1984-04-11,France,1.79,73.0,sebastien-turgot
923,David Veilleux,noteam,1987-11-26,Canada,1.8,75.0,david-veilleux
924,Thomas Voeckler,noteam,1979-06-22,France,1.74,71.0,thomas-voeckler
925,Jan Bárta,Elkov - Author Cycling Team,1984-12-07,Czech Republic,1.84,75.0,jan-barta
926,Jérôme Baugnies,Wanty - Gobert Cycling Team,1987-04-01,Belgium,1.81,68.0,jerome-baugnies
927,Cesare Benedetti,BORA - hansgrohe,1987-08-03,Italy,1.7,63.0,cesare-benedetti
928,Matthias Brändle,Israel Cycling Academy,1989-12-07,Austria,1.89,77.0,matthias-brandle
929,Steven Cozza,noteam,1985-03-03,United States,0.0,0.0,steven-cozza
930,Andreas Dietziker,noteam,1982-10-15,Switzerland,0.0,0.0,andreas-dietziker
931,Markus Eichler,noteam,1982-02-18,Germany,0.0,0.0,markus-eichler
932,Reto Hollenstein,Team Katusha Alpecin,1985-08-22,Switzerland,1.97,80.0,reto-hollenstein
933,Bartosz Huzarski,noteam,1980-10-27,Poland,1.83,69.0,bartosz-huzarski
934,Grischa Janorschke,noteam,1987-05-30,Germany,0.0,0.0,grischa-janorschke
935,Blaž Jarc,noteam,1988-07-17,Slovenia,0.0,0.0,blaz-jarc
936,Leopold König,BORA - hansgrohe,1987-11-15,Czech Republic,1.78,62.0,leopold-konig
937,Andreas Schillinger,BORA - hansgrohe,1983-07-13,Germany,1.88,72.0,andreas-schillinger
938,Daniel Schorn,noteam,1988-10-21,Austria,1.83,72.0,daniel-schorn
939,André Schulze,noteam,1974-11-21,Germany,0.0,0.0,andre-schulze
940,Michael Schwarzmann,BORA - hansgrohe,1991-01-07,Germany,1.74,69.0,michael-schwarzmann
941,Timon Seubert,noteam,1987-04-23,Germany,0.0,0.0,timon-seubert
942,Marcel Wyss,noteam,1986-06-25,Switzerland,1.77,63.0,marcel-wyss
943,Julien Antomarchi,Natura4Ever - Roubaix Lille Métropole,1984-05-16,France,0.0,0.0,julien-antomarchi
944,Alessandro Bazzana,noteam,1984-07-16,Italy,1.8,63.5,alessandro-bazzana
945,Rubens Bertogliati,noteam,1979-05-09,Switzerland,0.0,0.0,rubens-bertogliati
946,László Bodrogi,noteam,1976-12-11,France,1.87,79.0,laszlo-bodrogi
947,Alex Bowden,noteam,1989-12-29,United States,0.0,0.0,alex-bowden
948,Fabio Calabria,Team Novo Nordisk,1987-08-27,Australia,1.65,0.0,fabio-calabria
949,Daniele Callegarin,noteam,1982-09-21,Italy,0.0,0.0,daniele-callegarin
950,Daniele Colli,noteam,1982-04-19,Italy,1.79,73.0,daniele-colli
951,Rémi Cusin,noteam,1986-02-03,France,0.0,0.0,remi-cusin
952,William Dugan,noteam,1987-01-15,United States,0.0,0.0,william-dugan
953,Alexander Efimkin,noteam,1981-12-02,Russia,1.82,70.0,alexander-efimkin
954,Julien El Fares,Delko Marseille Provence,1985-06-01,France,1.73,62.0,julien-el-fares
955,Joe Eldridge,noteam,1982-06-16,United States,0.0,0.0,joe-eldridge
956,Filippo Fortin,"Cofidis, Solutions Crédits",1989-02-01,Italy,1.83,78.0,filippo-fortin
957,Aldo Ino Ilešič,noteam,1984-09-01,Slovenia,0.0,0.0,aldo-ino-ilesic
958,Jure Kocjan,noteam,1984-10-18,Slovenia,1.82,72.0,jure-kocjan
959,Vegard Stake Laengen,UAE-Team Emirates,1989-02-07,Norway,1.95,80.0,vegard-stake-laengen
960,David Lozano,Team Novo Nordisk,1988-12-21,Spain,1.78,63.0,david-lozano
961,Javier Megías,noteam,1983-09-30,Spain,1.73,63.0,javier-megias
962,Georg Preidler,noteam,1990-06-17,Austria,1.9,68.0,georg-preidler
963,Kiel Reijnen,Trek - Segafredo,1986-06-01,United States,1.8,63.0,kiel-reijnen
964,Joey Rosskopf,CCC Team,1989-09-05,United States,1.87,76.0,joey-rosskopf
965,Alexander Serebryakov,noteam,1987-09-25,Russia,0.0,0.0,alexander-serebryakov
966,Martijn Verschoor,noteam,1985-05-04,Netherlands,1.79,74.5,martijn-verschoor
967,Sander Armée,Lotto Soudal,1985-12-10,Belgium,1.89,72.0,sander-armee
968,Dominique Cornu,noteam,1985-10-10,Belgium,0.0,0.0,dominique-cornu
969,Kevin De Jonghe,noteam,1991-12-04,Belgium,1.78,69.0,kevin-de-jonghe
970,Kenny De Ketele,Sport Vlaanderen - Baloise,1985-06-05,Belgium,1.78,66.0,kenny-de-ketele
971,Laurens De Vreese,Astana Pro Team,1988-09-29,Belgium,1.9,76.0,laurens-de-vreese
972,Tim Declercq,Deceuninck - Quick Step,1989-03-21,Belgium,1.9,78.0,tim-declercq
973,Pieter Jacobs,noteam,1986-06-06,Belgium,1.82,68.0,pieter-jacobs
974,Sven Jodts,noteam,1988-10-14,Belgium,0.0,0.0,sven-jodts
975,Eliot Lietaer,Wallonie-Bruxelles,1990-08-15,Belgium,1.88,69.0,eliot-lietaer
976,Tim Mertens,noteam,1986-02-07,Belgium,0.0,0.0,tim-mertens
977,Stijn Neirynck,noteam,1985-09-14,Belgium,0.0,0.0,stijn-neirynck
978,Jarl Salomein,noteam,1989-01-27,Belgium,1.93,80.0,jarl-salomein
979,Pieter Serry,Deceuninck - Quick Step,1988-11-21,Belgium,1.86,65.0,pieter-serry
980,Tom Van Asbroeck,Israel Cycling Academy,1990-04-19,Belgium,1.82,69.0,tom-van-asbroeck
981,Preben Van Hecke,Sport Vlaanderen - Baloise,1982-07-09,Belgium,1.79,69.0,preben-van-hecke
982,Gijs Van Hoecke,CCC Team,1991-11-12,Belgium,1.86,77.0,gijs-van-hoecke
983,Michael Van Staeyen,Roompot - Charles,1988-08-13,Belgium,1.67,62.0,michael-van-staeyen
984,Steven van Vooren,noteam,1986-10-05,Belgium,0.0,0.0,steven-van-vooren
985,Sven Vandousselaere,noteam,1988-08-29,Belgium,0.0,0.0,sven-vandousselaere
986,Arthur Vanoverberghe,noteam,1990-02-07,Belgium,1.81,65.0,arthur-vanoverberghe
987,Pieter Vanspeybrouck,Wanty - Gobert Cycling Team,1987-02-10,Belgium,1.86,72.0,pieter-vanspeybrouck
988,Zico Waeytens,"Cofidis, Solutions Crédits",1991-09-29,Belgium,1.8,67.0,zico-waeytens
989,Jelle Wallays,Lotto Soudal,1989-05-11,Belgium,1.85,77.0,jelle-wallays
990,Jonathan Clarke,Floyd's Pro Cycling,1984-12-18,Australia,1.78,68.0,jonathan-clarke
991,Hilton Clarke,noteam,1979-11-07,Australia,1.8,70.0,hilton-clarke
992,Benjamin Day,noteam,1978-12-11,Australia,1.78,68.0,benjamin-day
993,Marc de Maar,noteam,1984-02-15,Netherlands,1.83,69.0,marc-de-maar
994,Philip Deignan,noteam,1983-09-07,Ireland,1.8,65.0,philip-deignan
995,Robert Förster,noteam,1978-01-27,Germany,1.77,83.0,robert-forster
996,Davide Frattini,noteam,1978-08-06,Italy,1.8,63.0,davide-frattini
997,Adrian Hegyvary,noteam,1984-01-05,United States,1.91,78.0,adrian-hegyvary
998,Chris Jones,noteam,1979-08-06,United States,1.8,64.0,chris-jones
999,Jake Keough,noteam,1987-06-18,United States,0.0,0.0,jacobe-keough
1000,Jeff Louder,noteam,1977-12-08,United States,1.83,73.0,jeff-louder
1001,Jason McCartney,noteam,1973-09-03,United States,0.0,0.0,jason-mccartney
1002,Karl Menzies,noteam,1977-06-17,Australia,1.85,86.0,karl-menzies
1003,Kai Reus,noteam,1985-03-11,Netherlands,1.85,0.0,kai-reus
1004,Daniel Summerhill,noteam,1989-02-13,United States,1.85,70.0,daniel-summerhill
1005,Rory Sutherland,UAE-Team Emirates,1982-02-08,Australia,1.88,75.0,rory-sutherland
1006,Jay Robert Thomson,Team Dimension Data,1986-04-12,South Africa,1.85,75.0,jay-robert-thomson
1007,Boy van Poppel,Roompot - Charles,1988-01-18,Netherlands,1.85,74.0,boy-van-poppel
1008,Bradley White,noteam,1982-01-15,United States,1.8,77.0,bradley-white
1009,Simone Antonini,noteam,1991-02-12,Italy,1.88,75.0,simone-antonini
1010,John-Lee Augustyn,noteam,1986-08-10,South Africa,0.0,0.0,john-lee-augustyn
1011,Filippo Baggio,noteam,1988-06-05,Italy,0.0,0.0,filippo-baggio
1012,Paolo Bailetti,noteam,1980-07-15,Italy,0.0,0.0,paolo-bailetti
1013,Oleg Berdos,noteam,1987-06-09,Romania,0.0,0.0,oleg-berdos
1014,Gabriele Bosisio,noteam,1980-08-06,Italy,0.0,0.0,gabriele-bosisio
1015,Stiven Fanelli,noteam,1987-12-30,Italy,0.0,0.0,stiven-fanelli
1016,Matteo Fedi,noteam,1988-11-11,Italy,0.0,0.0,matteo-fedi
1017,Edoardo Girardi,noteam,1985-10-22,Italy,0.0,0.0,edoardo-girardi
1018,Adrian Kurek,Team Hurom,1988-03-29,Poland,1.94,80.0,adrian-kurek
1019,Sergio Lagana,noteam,1982-11-04,Italy,0.0,0.0,sergio-lagana
1020,Gianluca Maggiore,noteam,1985-02-21,Italy,0.0,0.0,gianluca-maggiore
1021,Davide Mucelli,noteam,1986-11-19,Italy,0.0,0.0,davide-mucelli
1022,Fabio Piscopiello,noteam,1985-02-16,Italy,0.0,0.0,fabio-piscopiello
1023,Federico Rocchetti,noteam,1986-01-14,Italy,0.0,0.0,frederico-rocchetti
1024,Francisco Javier Vila,noteam,1975-10-11,Spain,0.0,0.0,francisco-javier-patxi-vila
1025,Gianfranco Visconti,noteam,1983-02-18,Italy,0.0,0.0,gianfranco-visconti
1026,Marco Zanotti,noteam,1988-09-10,Italy,0.0,0.0,marco-zanotti
1027,Gediminas Bagdonas,AG2R La Mondiale,1985-12-26,Lithuania,1.85,78.0,gediminas-bagdonas
1028,Frederic Brun,noteam,1988-08-18,France,1.89,73.0,frederic-brun-2
1029,Axel Domont,AG2R La Mondiale,1990-08-07,France,1.79,65.0,axel-domont
1030,Julian Kern,noteam,1989-12-28,Germany,0.0,0.0,julian-kern
1031,Pierre Latour,AG2R La Mondiale,1993-10-12,France,1.8,64.0,pierre-latour
1032,Evan Huffman,Rally UHC Cycling,1990-01-07,United States,0.0,0.0,evan-huffman
1033,Arman Kamyshev,noteam,1991-03-14,Kazakhstan,1.82,67.0,arman-kamyshev
1034,Alexey Lutsenko,Astana Pro Team,1992-09-07,Kazakhstan,1.75,70.0,aleksey-lutsenko
1035,Ruslan Tleubayev,noteam,1987-03-07,Kazakhstan,1.78,70.0,ruslan-tleubayev
1036,Moreno Hofland,EF Education First,1991-08-31,Netherlands,1.79,71.0,moreno-hofland
1037,Ivar Slik,Monkey Town - à Bloc CT,1993-05-27,Netherlands,1.87,71.0,ivar-slik
1038,Silvan Dillier,AG2R La Mondiale,1990-08-03,Switzerland,1.83,75.0,silvan-dillier
1039,Sebastian Lander,noteam,1991-03-11,Denmark,1.75,0.0,sebastian-lander
1040,Jakub Novák,noteam,1990-12-30,Czech Republic,0.0,0.0,jakub-novak
1041,Julien Taramarcaz,noteam,1987-11-12,Switzerland,0.0,0.0,julien-taramarcaz
1042,Michel Koch,noteam,1991-10-15,Germany,1.81,69.0,michel-koch
1043,Nicolo Martinello,noteam,1989-11-01,Italy,0.0,0.0,nicolo-martinello
1044,Nariyuki Masuda,Utsunomiya Blitzen,1983-10-23,Japan,1.76,61.0,nariyuki-masuda
1045,Davide Villella,Astana Pro Team,1991-06-27,Italy,1.82,66.0,davide-villella
1046,Jon Aberasturi,Caja Rural - Seguros RGA,1989-03-28,Spain,1.73,69.0,jon-aberasturi
1047,Tarik Chaoufi,noteam,1986-02-26,Morocco,1.74,65.0,tarik-chaoufi
1048,Ricardo Mestre,W52 / FC Porto ,1983-09-11,Portugal,1.7,58.0,ricardo-mestre
1049,Steffen Radochla,noteam,1978-10-19,Germany,0.0,0.0,steffen-radochla
1050,Ioannis Tamouridis,noteam,1980-06-03,Greece,1.8,70.0,ioannis-tamouridis
1051,Robert Vrečer,noteam,1980-10-08,Slovenia,0.0,0.0,robert-vrecer
1052,Alexis Guerin,Delko Marseille Provence,1992-06-06,France,0.0,0.0,alexis-guerin
1053,Olivier Le Gac,Groupama - FDJ,1993-08-27,France,1.8,70.0,olivier-le-gac
1054,Benoit Poitevin,noteam,1991-05-05,France,1.74,63.0,benoit-poitevin
1055,Rohan Dennis,noteam,1990-05-28,Australia,1.82,72.0,rohan-dennis
1056,Glenn O'Shea,noteam,1989-06-14,Australia,0.0,0.0,glenn-o-shea
1057,Niccolò Bonifazio,Team Total Direct Energie,1993-10-29,Italy,1.72,68.0,niccolo-bonifazio
1058,Enea Cambianica,noteam,1989-11-21,Switzerland,1.76,64.0,enea-cambianica
1059,Valerio Conti,UAE-Team Emirates,1993-03-30,Italy,1.72,60.0,valerio-conti
1060,Luca Dodi,noteam,1987-05-26,Italy,0.0,0.0,luca-dodi
1061,Andrea Palini,noteam,1989-06-16,Italy,1.75,67.0,andrea-palini
1062,Jan Polanc,UAE-Team Emirates,1992-05-06,Slovenia,1.72,59.0,jan-polanc
1063,Maximiliano Richeze,Deceuninck - Quick Step,1983-03-07,Argentina,1.75,68.0,ariel-maximiliano-richeze
1064,Kristijan Đurasek,UAE-Team Emirates,1987-07-26,Croatia,1.7,56.0,kristijan-durasek
1065,Stig Broeckx,noteam,1990-05-10,Belgium,1.88,73.0,stig-broeckx
1066,Jorne Carolus,noteam,1992-02-22,Belgium,0.0,0.0,jorne-carolus
1067,Argiro Ospina,noteam,1991-09-03,Colombia,0.0,0.0,argiro-ospina
1068,Eloy Teruel,noteam,1982-11-20,Spain,0.0,0.0,eloy-teruel
1069,Carlos Verona,Movistar Team,1992-11-04,Spain,1.86,68.0,carlos-verona
1070,Damien Howson,Mitchelton-Scott,1992-08-13,Australia,1.88,68.0,damien-howson
1071,Jiyong Kang,noteam,1988-02-19,South Korea,0.0,0.0,jiyong-kang
1072,Bob Jungels,Deceuninck - Quick Step,1992-09-22,Luxembourg,1.89,72.0,bob-jungels
1073,Joe Dombrowski,EF Education First,1991-05-12,United States,1.86,63.0,joe-dombrowski
1074,Joshua Edmondson,noteam,1992-07-06,Great Britain,1.81,62.0,joshua-edmondson
1075,Jonathan Tiernan-Locke,noteam,1984-12-26,Great Britain,0.0,0.0,jonathan-tiernan-locke
1076,Nikias Arndt,Team Sunweb,1991-11-18,Germany,1.88,77.5,nikias-arndt
1077,Nikodemus Holler,Bike Aid,1991-05-04,Germany,0.0,0.0,nikodemus-holler
1078,Reinardt Janse van Rensburg,Team Dimension Data,1989-02-03,South Africa,1.82,74.0,reinardt-janse-van-rensburg
1079,Quentin Jauregui,AG2R La Mondiale,1994-04-22,France,1.76,60.0,quentin-jauregui
1080,Luka Mezgec,Mitchelton-Scott,1988-06-27,Slovenia,1.83,72.0,luka-mezgec
1081,Michael Olsson,noteam,1986-03-04,Sweden,0.0,0.0,michael-olsson
1082,Yan Dong Xing,noteam,1985-03-20,China,0.0,0.0,yan-dong-xing
1083,Mikhail Antonov,noteam,1986-01-04,Russia,0.0,0.0,mikhail-antonov
1084,Sergei Chernetski,Caja Rural - Seguros RGA,1990-04-09,Russia,1.76,63.0,sergei-chernetski
1085,Sergey Nikolaev,China Continental Team of Gansu Bank,1988-02-05,Russia,1.73,66.0,sergey-nikolaev
1086,Maxim Razumov,noteam,1990-04-12,Russia,0.0,0.0,maxim-razumov
1087,Jesper Hansen,"Cofidis, Solutions Crédits",1990-10-23,Denmark,1.72,60.0,jesper-hansen-1
1088,Marko Kump,Adria Mobil,1988-09-09,Slovenia,1.8,69.0,marko-kump
1089,Jay McCarthy,BORA - hansgrohe,1992-09-08,Australia,1.74,63.0,jay-mccarthy
1090,Paweł Poljański,BORA - hansgrohe,1990-05-06,Poland,1.82,63.0,pawel-poljanski
1091,Danny van Poppel,Team Jumbo-Visma,1993-07-26,Netherlands,1.83,80.0,danny-van-poppel
1092,Roy Jans,Corendon - Circus,1990-09-15,Belgium,1.78,68.0,roy-jans
1093,Stefano Nardelli,noteam,1993-11-29,Italy,1.78,62.0,stefano-nardelli
1094,Lander Seynaeve,noteam,1992-05-29,Belgium,1.78,67.0,lander-seynaeve
1095,Matteo Di Serafino,noteam,1986-08-27,Italy,0.0,0.0,matteo-di-serafino
1096,Patrick Facchini,noteam,1988-01-28,Italy,0.0,0.0,patrick-facchini
1097,Marco Frapporti,Androni Giocattoli - Sidermec,1985-03-30,Italy,1.79,69.0,marco-frapporti
1098,Mattia Gavazzi,noteam,1983-06-14,Italy,0.0,0.0,mattia-gavazzi
1099,Yonder Godoy,noteam,1993-04-19,Venezuela,1.67,64.0,yonder-godoy
1100,Ilia Koshevoy,noteam,1991-03-20,Belarus,1.81,62.5,ilia-koshevoy
1101,Alessandro Malaguti,noteam,1987-09-22,Italy,1.74,67.0,alessandro-malaguti
1102,Diego Rosa,Team INEOS,1989-03-27,Italy,1.78,65.0,diego-rosa
1103,Gianfranco Zilioli,noteam,1990-03-05,Italy,1.76,61.0,gianfranco-zilioli
1104,Andrea Zordan,noteam,1991-08-15,Italy,1.76,65.0,andrea-zordan
1105,Francesco Manuel Bongiorno,Neri Sottoli - Selle Italia - KTM,1990-09-01,Italy,1.72,56.0,francesco-manuel-bongiorno
1106,Donato De Ieso,noteam,1989-02-27,Italy,1.73,62.0,donato-de-ieso
1107,Nicola Ruffoni,noteam,1990-12-14,Italy,1.73,70.0,nicola-ruffoni
1108,Edoardo Zardini,Neri Sottoli - Selle Italia - KTM,1989-11-02,Italy,1.73,62.0,edoardo-zardini
1109,Benoît Jarrier,Team Arkéa Samsic,1989-02-01,France,1.79,69.0,benoit-jarrier
1110,Clément Koretzky,noteam,1990-10-30,France,0.0,0.0,clement-koretzky
1111,Merhawi Kudus,Astana Pro Team,1994-01-23,Eritrea,1.73,58.0,merhawi-kudus
1112,Benjamin Le Montagner,noteam,1986-04-02,France,0.0,0.0,benjamin-le-montagner
1113,Pierre-Luc Périchon,"Cofidis, Solutions Crédits",1987-01-04,France,1.82,69.0,pierre-luc-perichon
1114,Fabrice Seigneur,noteam,1990-08-03,France,0.0,0.0,fabrice-seigneur
1115,Rubén Fernández,Movistar Team,1991-03-01,Spain,1.77,60.0,ruben-fernandez
1116,Omar Fraile,Astana Pro Team,1990-07-17,Spain,1.84,69.0,omar-fraile
1117,Ruben Martinez,noteam,1991-02-23,Spain,0.0,0.0,ruben-martinez-gonzalez
1118,Diego Rubio,Burgos-BH,1991-06-13,Spain,1.93,81.0,diego-rubio
1119,Ibai Salas,noteam,1991-07-04,Spain,0.0,0.0,ibai-salas
1120,Josef Černý,CCC Team,1993-05-11,Czech Republic,1.88,77.0,josef-cerny
1121,Pawel Charucki,noteam,1988-10-14,Poland,1.78,64.0,pawel-charucki
1122,Piotr Gawronski,noteam,1990-03-25,Poland,0.0,0.0,piotr-gawronski
1123,Adrian Honkisz,noteam,1988-02-27,Poland,1.76,61.0,adrian-honkisz
1124,Tomasz Kiendyś,noteam,1977-06-23,Poland,1.85,78.0,tomasz-kiendys
1125,Bartłomiej Matysiak,noteam,1984-09-11,Poland,1.84,71.0,bartlomiej-matysiak
1126,Nikolay Mihaylov,Efapel,1988-04-08,Bulgaria,1.83,70.0,nikolay-mihaylov
1127,Mateusz Nowak,noteam,1992-07-15,Poland,0.0,0.0,mateusz-nowak-1
1128,Łukasz Owsian,CCC Team,1990-02-24,Poland,1.81,66.0,lukasz-owsian
1129,Davide Rebellin,Meridiana Kamen Team,1971-08-09,Italy,1.71,63.0,davide-rebellin
1130,Marek Rutkiewicz,Wibatech Merx 7R,1981-05-08,Poland,1.82,66.0,marek-rutkiewicz
1131,Grzegorz Stępniak,Wibatech Merx 7R,1989-03-24,Poland,1.76,73.0,grzegorz-stepniak
1132,Mateusz Taciak,Voster ATS Team,1984-06-19,Poland,1.78,68.0,mateusz-taciak
1133,Chad Beyer,noteam,1986-08-15,United States,0.0,0.0,chad-beyer
1134,Gregory Brenes,noteam,1988-04-21,Costa Rica,0.0,0.0,gregory-brenes
1135,Fu Shiu Cheung,noteam,1992-01-15,Hongkong,0.0,0.0,fu-shiu-cheung
1136,Chun Kai Feng,Bahrain Merida,1988-11-02,Taiwan,1.7,68.0,chun-kai-feng
1137,Chan Jae Jang,noteam,1989-01-06,South Korea,0.0,0.0,chan-jae-jang
1138,Ryota Nishizono,noteam,1987-09-01,Japan,0.0,0.0,ryota-nishizono
1139,Fabian Schnaidt,noteam,1990-10-27,Germany,0.0,0.0,fabian-schnaidt
1140,Dion Smith,Mitchelton-Scott,1993-03-03,New Zealand,1.79,67.0,dion-smith
1141,Wang Yip Tang,noteam,1984-06-05,Hongkong,0.0,0.0,wang-yip-tang
1142,Gert Jõeäär,noteam,1987-07-09,Estonia,1.91,84.0,gert-joeaar
1143,Philip Lavery,noteam,1990-08-17,Ireland,0.0,0.0,philip-lavery
1144,Clément Venturini,AG2R La Mondiale,1993-10-16,France,1.65,60.0,clement-venturini
1145,Louis Verhelst,noteam,1990-08-28,Belgium,1.82,71.0,louis-verhelst
1146,Frans Claes,noteam,1983-06-28,Belgium,0.0,0.0,frans-claes
1147,Tom David,noteam,1990-03-31,New Zealand,0.0,0.0,tom-david
1148,Christophe Premont,noteam,1989-11-22,Belgium,1.78,69.0,christophe-premont
1149,Stijn Steels,Roompot - Charles,1989-08-21,Belgium,1.82,78.0,stijn-steels
1150,Klaas Sys,noteam,1986-11-30,Belgium,0.0,0.0,klaas-sys
1151,Pieter Vanherck,noteam,1991-09-08,Belgium,0.0,0.0,pieter-vanherck
1152,Kevin Verwaest,noteam,1989-01-06,Belgium,0.0,0.0,kevin-verwaest
1153,Marcel Aregger,noteam,1990-08-25,Switzerland,1.83,70.0,marcel-aregger
1154,Jonathan Fumeaux,noteam,1988-03-07,Switzerland,1.78,61.0,jonathan-fumeaux
1155,Pirmin Lang,noteam,1984-11-25,Switzerland,1.83,73.0,pirmin-lang
1156,Alexandr Pliușchin,noteam,1987-01-13,Moldova,1.8,66.0,alexandr-pliuschin
1157,Sébastien Reichenbach,Groupama - FDJ,1989-05-28,Switzerland,1.78,64.0,sebastien-reichenbach
1158,Patrick Schelling,Team Vorarlberg Santic,1990-05-01,Switzerland,1.73,61.0,patrick-schelling
1159,Frekalsi Debesay,noteam,1986-06-10,Eritrea,0.0,0.0,frekalsi-debesay
1160,Tsgabu Grmay,Mitchelton-Scott,1991-08-25,Ethiopia,1.75,63.0,tsgabu-gebremaryam-grmay
1161,Jacques Janse van Rensburg,Team Dimension Data,1987-09-06,South Africa,1.75,63.0,jacques-janse-van-rensburg
1162,Songezo Jim,noteam,1990-09-17,South Africa,1.76,66.0,songezo-jim
1163,Louis Meintjes,Team Dimension Data,1992-02-21,South Africa,1.73,61.0,louis-meintjes
1164,Adrien Niyonshuti,noteam,1987-01-02,Rwanda,1.75,63.0,adrien-niyonshuti
1165,Bradley Potgieter,noteam,1989-05-11,South Africa,0.0,0.0,bradley-potgieter
1166,Youcef Reguigui,Terengganu Cycling Team,1990-01-09,Algeria,1.72,69.0,youcef-reguigui
1167,Martin Reimer,noteam,1987-06-14,Germany,1.8,69.0,martin-reimer
1168,Meron Russom,noteam,1987-03-12,Eritrea,0.0,0.0,meron-russom
1169,Kristian Sbaragli,Israel Cycling Academy,1990-05-08,Italy,1.75,70.0,kristian-sbaragli
1170,Andreas Stauff,noteam,1987-01-22,Germany,1.92,82.0,andreas-stauff
1171,Jani Tewelde,noteam,1990-10-01,Eritrea,0.0,0.0,jani-tewelde
1172,Dennis Van Niekerk,noteam,1984-10-19,South Africa,0.0,0.0,dennis-van-niekerk
1173,Johann van Zyl,303Project,1991-02-02,South Africa,1.9,72.0,johann-van-zyl
1174,Jaco Venter,Team Dimension Data,1987-02-13,South Africa,1.89,70.0,jaco-venter
1175,Martin Wesemann,noteam,1984-03-19,South Africa,0.0,0.0,martin-wesemann
1176,Mikhail Akimov,noteam,1992-04-17,Russia,0.0,0.0,mikhail-akimov
1177,Igor Boev,Gazprom-RusVelo,1989-11-22,Russia,1.86,74.0,igor-boev
1178,Alexander Foliforov,noteam,1992-03-08,Russia,1.8,61.0,alexander-foliforov
1179,Pavel Kochetkov,Team Katusha Alpecin,1986-03-07,Russia,1.84,72.0,pavel-kochetkov
1180,Sergey Pomoshnikov,noteam,1990-07-17,Russia,0.0,0.0,sergey-pomoshnikov
1181,Alexander Rybakov,noteam,1988-05-17,Russia,1.81,65.0,alexander-rybakov
